tld,dot_num,avg_host,max_host,avg_path,max_path,class
hk,1,4.0,5,3.5,6,good
uk,2,5.0,7,4.0,6,good
com,1,5.0,7,4.181818181818182,7,good
org,1,5.5,9,8.0,14,good
bg,0,6.0,6,5.285714285714286,7,bad
com,0,19.0,19,6.0,6,bad
info,0,11.0,11,4.0,7,bad
com,0,9.0,9,2.4,3,bad
ro,0,4.0,4,5.333333333333333,12,bad
org,1,5.0,8,58.833333333333336,115,good
com,2,3.6666666666666665,5,2.0,2,bad
net,0,8.0,8,5.0,5,bad
edu.au,1,6.5,7,3.5,6,good
com,1,7.0,11,5.5,8,good
com.br,0,11.0,11,2.6666666666666665,6,bad
org,1,14.5,26,6.75,12,good
fr,0,5.0,5,4.5,6,bad
org,1,5.5,9,6.0,8,good
com,1,6.5,9,7.5,8,good
com,0,9.0,9,6.0,10,bad
org,1,6.666666666666667,9,16.0,28,good
org,1,6.0,9,8.0,12,good
pk,1,4.0,5,7.0,7,bad
systems,0,5.0,5,5.375,8,bad
com.sg,0,10.0,10,7.666666666666667,14,bad
edu,1,5.0,5,2.6666666666666665,3,good
uk,2,3.3333333333333335,5,3.5,6,good
uk,2,5.333333333333333,11,0.0,0,good
es,0,18.0,18,10.75,32,bad
com,1,4.333333333333333,6,3.5,8,good
com.au,0,11.0,11,3.0,3,bad
si,0,12.0,12,11.0,11,bad
com,0,10.0,10,4.666666666666667,9,bad
com,1,10.0,16,5.833333333333333,11,bad
za,2,4.666666666666667,9,6.0,12,good
com.ua,1,4.5,6,2.3333333333333335,4,good
org.ua,0,8.0,8,33.75,72,good
click,0,14.0,14,7.0,11,bad
org,1,5.5,9,7.5,11,good
at,0,7.0,10,6.0,9,bad
edu,1,7.5,8,3.0,6,good
dk,0,6.0,7,7.0,7,bad
org,0,4.0,4,1.5,3,bad
de,0,6.0,6,8.0,8,bad
org,1,7.5,9,6.333333333333333,8,good
org,2,4.666666666666667,6,7.5,11,good
net,1,10.0,11,6.0,11,bad
com,1,2.0,3,4.363636363636363,10,good
com,1,2.5,3,6.0,9,good
com,0,10.0,10,7.0,7,bad
net,0,12.0,12,22.666666666666668,57,bad
pl,0,5.0,5,0.0,0,bad
info,0,10.0,10,5.0,7,bad
com,1,5.5,6,3.75,7,good
com,1,5.5,6,5.0,5,good
com.br,0,12.0,12,10.8,32,bad
uk,2,7.666666666666667,18,4.555555555555555,9,good
net,1,9.0,9,0.0,0,bad
com,1,5.0,7,6.076923076923077,11,good
org,1,5.5,9,4.5,5,good
com,0,2.5,4,4.0,6,bad
org,1,5.5,9,22.333333333333332,54,good
at,1,4.0,5,4.166666666666667,5,good
gov,1,2.5,3,2.5,5,good
com,1,10.5,13,4.666666666666667,6,bad
info,0,9.0,9,7.0,11,bad
com,0,11.0,11,7.25,14,bad
com,1,8.0,13,7.571428571428571,13,good
xyz,0,13.0,13,4.25,8,bad
com,0,24.0,24,0.0,0,bad
com,1,5.0,7,4.666666666666667,9,good
de,0,10.0,10,2.0,2,bad
com,0,12.0,12,8.2,23,bad
com,1,10.5,18,8.666666666666666,10,good
com,1,4.5,8,6.25,12,bad
org,1,6.0,10,10.5,17,good
tv,0,8.0,8,4.333333333333333,9,bad
com,1,6.0,9,5.111111111111111,7,good
com,0,19.0,19,7.0,7,bad
gov,1,5.5,9,0.0,0,good
pw,1,7.0,7,2.5,5,bad
com,0,7.0,7,3.1666666666666665,6,bad
org,0,18.0,18,4.0,6,good
com,1,3.5,5,2.0,2,bad
com,0,10.0,10,10.5,32,bad
com,0,14.0,14,6.25,9,bad
com,0,13.0,13,7.0,7,bad
com,1,7.0,7,4.428571428571429,6,bad
gov,1,4.5,6,4.5,7,good
com,0,11.0,11,4.428571428571429,8,bad
com,1,6.0,9,3.5,4,good
com,0,6.0,6,4.333333333333333,5,good
com,1,12.5,15,6.0,7,bad
uk,2,8.0,19,7.25,11,good
ir,1,7.0,7,5.333333333333333,6,good
org,1,6.5,9,0.0,0,good
ru,1,7.0,11,0.0,0,good
com,0,11.0,11,10.0,32,bad
info,0,10.0,10,0.0,0,bad
com,0,13.0,13,8.0,8,bad
gov,1,4.0,5,6.75,12,good
ca,3,4.5,8,4.333333333333333,6,good
nf,1,5.0,8,7.333333333333333,13,bad
es,1,5.666666666666667,8,4.0,5,bad
com,1,5.0,7,0.0,0,good
com,1,7.5,12,5.666666666666667,8,good
de,1,3.5,4,6.75,14,good
edu,2,7.0,7,5.166666666666667,7,good
br,1,2.5,3,6.666666666666667,10,good
org.uk,1,6.5,10,4.5,5,good
com.gt,0,9.0,9,15.333333333333334,63,bad
com,1,7.5,10,4.666666666666667,8,good
com,1,9.0,15,6.0,6,bad
info,0,11.0,11,0.0,0,bad
org,1,7.0,11,4.0,7,good
es,1,6.0,8,5.5,10,good
com,1,5.0,7,5.5,8,good
net,1,6.5,7,0.0,0,good
top,1,6.5,9,4.0,5,bad
org,1,5.5,9,7.333333333333333,13,good
su,0,7.0,7,5.333333333333333,7,bad
org,1,4.5,6,5.0,14,good
net,1,7.0,11,9.0,9,bad
fr,1,6.0,9,5.5,7,good
io,0,6.0,6,2.0,2,bad
org,0,19.0,19,2.5,5,bad
us,3,4.6,11,8.5,11,good
com,0,18.0,18,4.5,8,bad
com,1,17.5,23,4.0,5,bad
pl,0,7.0,7,5.076923076923077,10,bad
gov,1,5.0,7,5.5,6,good
com,1,5.5,8,8.0,8,bad
com,0,10.0,10,8.0,8,bad
my,0,4.0,4,5.888888888888889,10,good
com,1,6.5,10,4.857142857142857,6,good
es,0,12.0,12,5.5,9,bad
com,0,9.0,9,5.0,5,bad
org,0,11.0,11,9.166666666666666,32,bad
com,0,15.0,15,2.0,4,bad
org,1,5.5,9,5.0,6,good
com,0,6.0,6,1.0,2,bad
com,1,4.0,5,4.166666666666667,9,good
com,1,6.0,9,7.333333333333333,9,good
com,2,8.666666666666666,15,3.8,6,good
fi,1,7.5,9,4.5,9,good
id,2,7.0,16,5.2,10,bad
org,1,2.5,3,8.5,15,good
edu,1,8.0,8,5.0,7,good
org,1,5.5,9,6.0,8,good
org,1,6.0,9,8.0,15,good
com,1,19.5,27,7.0,16,bad
es,1,5.5,8,8.0,15,good
com,0,14.0,14,3.3333333333333335,6,bad
work,0,15.0,15,4.25,8,bad
hk,1,4.0,5,3.5,6,good
com.br,0,8.0,8,1.0,2,bad
su,0,10.0,10,7.0,11,bad
net,0,5.0,5,4.333333333333333,5,bad
com,1,7.0,8,12.0,12,good
com,1,8.0,13,6.0,6,good
org,1,8.5,14,6.454545454545454,17,good
win,0,14.0,14,3.25,6,bad
de,1,2.6666666666666665,3,1.75,3,good
org,1,5.5,9,7.5,11,good
com,0,4.0,4,6.777777777777778,14,bad
ru,1,4.5,7,7.0,7,good
com,0,5.0,5,3.6666666666666665,6,bad
org,1,5.5,9,7.0,10,good
gov,1,7.0,10,4.333333333333333,8,good
ru,0,6.0,6,4.666666666666667,9,bad
cat,1,3.0,3,6.0,10,good
google.fr,0,5.0,5,5.0,5,good
info,0,6.0,6,23.875,46,bad
com,1,5.0,7,5.0,8,good
com,0,8.0,8,3.3333333333333335,4,bad
net,1,8.5,12,2.5,5,bad
com.au,1,4.0,5,7.25,11,good
ru,1,7.5,12,4.25,7,good
com,0,10.0,10,11.5,32,bad
com,0,11.0,11,4.2,8,bad
com,0,13.0,13,5.0,5,bad
md,0,4.0,4,5.0,11,bad
com,1,5.5,7,6.333333333333333,8,good
com.br,0,19.0,19,4.428571428571429,7,bad
ca,1,4.0,5,4.333333333333333,6,good
pl,1,6.0,7,6.0,6,bad
com,0,18.0,18,5.666666666666667,7,bad
com,0,8.0,8,8.0,23,bad
uk,3,6.0,10,0.5,1,good
com,0,8.0,8,5.666666666666667,8,bad
gov.ru,1,3.0,3,4.333333333333333,6,good
org,2,4.0,9,3.0,5,good
org,1,5.5,9,20.0,36,good
com,1,5.0,7,8.5,13,good
com,0,4.5,5,9.142857142857142,32,bad
com.br,0,13.0,13,15.666666666666666,41,bad
net,0,6.0,6,3.0,6,good
com,1,6.5,10,0.0,0,good
org,2,4.0,9,3.0,5,good
com,1,5.0,7,6.0,8,good
com.ua,0,6.0,8,6.333333333333333,8,good
org,1,6.0,9,3.75,9,good
com,1,2.5,3,5.75,8,good
uk,2,6.666666666666667,15,0.0,0,good
org,1,17.5,24,6.333333333333333,10,bad
org,1,8.5,9,6.5,9,good
gov,1,8.0,8,0.0,0,good
com,0,10.0,10,6.0,6,bad
info,1,8.5,14,12.0,12,bad
nl,0,9.0,9,6.428571428571429,14,bad
com.au,1,7.0,9,6.333333333333333,11,good
com,1,4.6,9,9.833333333333334,16,bad
org,1,6.0,9,47.666666666666664,103,good
com,0,7.0,8,4.333333333333333,5,bad
com,1,3.0,4,4.0,6,good
org,1,5.5,9,6.5,9,good
org,1,5.5,9,7.5,11,good
com.br,0,5.0,5,8.0,8,bad
uk,2,9.333333333333334,18,0.0,0,bad
com,1,7.0,11,5.714285714285714,12,good
com,1,8.5,9,2.0,2,good
net,0,9.0,9,6.0,8,good
edu,1,7.0,7,4.6,7,good
org,1,5.5,9,40.333333333333336,63,good
com,1,8.5,14,4.0,4,good
ru,0,13.0,13,9.666666666666666,14,bad
edu.tw,1,3.5,4,6.333333333333333,12,good
com,1,5.0,7,2.3333333333333335,5,good
biz,0,7.0,7,4.25,8,bad
cx,0,3.0,3,3.0,3,bad
org,1,10.5,11,9.0,9,bad
com,1,6.0,9,10.25,15,good
com,0,13.0,13,6.0,6,bad
com,0,5.5,8,2.0,4,bad
in,0,23.0,23,5.0,5,bad
online,0,5.5,6,5.0,8,bad
org,1,5.5,9,40.25,55,good
com,1,3.5,4,5.833333333333333,15,good
org,0,17.0,17,2.8333333333333335,5,good
org,1,6.0,9,7.0,10,good
com,1,7.0,11,0.0,0,bad
net,0,10.0,10,8.0,8,bad
gov,1,5.5,6,3.0,6,good
org.ar,0,3.0,3,8.375,32,bad
com,0,15.0,15,8.666666666666666,12,good
com,1,3.5,4,3.5,6,good
uk,1,4.5,7,18.0,32,bad
gov.hk,1,4.0,5,3.5,7,good
com,1,6.0,9,3.8,8,bad
uk,2,4.666666666666667,9,7.071428571428571,14,good
com.br,0,15.0,15,3.5,7,bad
com,1,4.5,6,4.75,7,good
ie,1,9.5,16,3.5714285714285716,5,good
com,0,15.0,15,2.75,4,bad
com,0,12.0,12,5.75,10,bad
ru,0,4.0,6,5.0,7,good
com.br,2,8.666666666666666,12,4.333333333333333,7,bad
kr,1,3.0,4,4.714285714285714,8,bad
ir,2,3.0,4,0.0,0,good
com,0,6.5,7,7.0,7,bad
fi,1,7.5,9,4.5,9,good
com,1,7.0,11,4.857142857142857,12,good
org,0,11.0,11,6.0,6,good
com,1,15.0,18,7.4,17,bad
com,0,9.0,9,5.666666666666667,7,good
com,1,6.0,14,7.0,7,bad
com,1,5.5,8,5.0,10,good
com,0,11.0,11,9.666666666666666,32,bad
pl,0,8.0,8,11.0,11,bad
net,0,9.0,9,6.0,11,good
net,1,9.5,12,5.5,8,good
com,0,10.0,10,14.0,14,bad
org,0,12.0,12,3.6666666666666665,4,bad
ca,1,14.0,19,4.0,7,good
edu,2,3.6666666666666665,5,3.5,7,good
co,1,7.333333333333333,10,7.8,19,bad
com,1,7.0,7,4.428571428571429,6,bad
ro,0,7.0,7,8.0,8,bad
org,1,4.5,5,4.333333333333333,6,good
de,0,7.0,7,10.0,10,bad
ly,0,3.0,3,6.0,6,bad
org,1,3.5,4,5.6,8,good
scot,1,7.0,11,5.733333333333333,11,good
com,1,5.0,6,10.0,10,good
org,1,6.0,9,11.5,19,good
com,1,8.0,13,4.5,7,good
dj,0,7.0,7,5.5,7,bad
za,1,10.0,18,6.666666666666667,18,bad
com,0,12.0,12,10.0,10,bad
fi,1,7.5,9,4.5,9,good
com,1,8.5,14,8.5,13,good
uk,2,5.333333333333333,11,8.0,10,good
com,1,14.5,22,6.666666666666667,20,bad
es,2,3.0,3,4.4,9,bad
org,1,12.0,21,5.333333333333333,8,good
net,0,10.0,10,8.0,8,bad
com,1,4.0,5,4.615384615384615,10,good
org,1,6.0,9,6.5,9,good
de,1,6.0,9,0.0,0,good
com,1,4.5,6,6.111111111111111,10,good
com,1,5.0,7,6.076923076923077,10,good
com,0,8.0,8,5.0,7,good
net,0,10.0,10,7.0,7,bad
com,1,5.0,7,3.5,4,good
com,1,5.0,7,0.0,0,good
com,0,6.5,8,0.0,0,bad
org,2,4.0,9,3.0,5,good
com,1,5.0,7,9.0,9,bad
net.ua,0,9.0,9,3.6666666666666665,6,bad
com,0,13.0,13,3.0,6,bad
org,1,6.0,9,0.0,0,good
com,1,7.5,9,3.4,5,bad
com,0,3.0,3,2.0,4,bad
org,2,4.0,9,3.0,5,good
org,1,5.5,9,11.0,18,good
com,0,7.0,7,13.666666666666666,32,bad
org,1,13.0,19,3.6666666666666665,6,good
com,1,8.0,13,5.5,8,good
com,1,8.5,14,4.666666666666667,9,good
org,1,11.5,16,0.0,0,bad
com,0,9.5,14,6.0,6,bad
org,1,5.5,9,17.666666666666668,48,good
edu,2,3.6666666666666665,5,5.470588235294118,17,good
ch,1,3.3333333333333335,5,4.666666666666667,7,good
ru,0,6.0,7,7.0,7,bad
org,1,3.5,4,3.75,5,good
net,1,5.0,6,5.181818181818182,9,good
ru,0,14.0,14,3.5,4,bad
to,1,10.5,16,0.0,0,bad
ca,0,27.0,27,4.0,5,bad
ua,1,4.5,7,6.0,8,good
com,0,19.0,19,2.0,4,bad
net,1,4.0,5,3.4,7,good
info,0,14.0,14,1.0,2,bad
il,1,6.5,11,9.0,9,bad
com.tr,0,18.0,18,5.333333333333333,6,bad
org,1,6.0,9,9.666666666666666,18,good
com,0,10.0,10,5.0,6,bad
com,1,4.0,5,4.25,8,good
com,1,4.0,5,5.5,7,good
ru,1,7.0,8,2.75,3,bad
edu,1,4.0,5,3.0,6,good
com,1,7.5,14,5.2,11,bad
xyz,0,8.0,8,4.0,6,bad
org,1,5.5,8,4.8,8,good
com,1,14.0,25,5.0,8,bad
ru,0,8.0,8,3.5,4,bad
click,0,10.0,10,4.0,6,bad
com,0,7.0,7,0.0,0,bad
ro,0,9.0,9,4.0,6,bad
org,1,3.5,4,5.5,9,good
org,1,6.0,9,14.6,30,good
org,2,4.0,9,3.0,5,good
gov.pl,1,3.5,4,6.5,10,good
edu.tw,2,4.666666666666667,6,4.0,5,good
ae,0,8.0,8,4.0,8,bad
com,1,12.5,22,6.0,9,good
com,1,8.0,12,2.6666666666666665,4,bad
org,0,17.0,17,5.333333333333333,7,bad
pw,0,9.0,9,11.0,11,bad
com,0,9.0,9,4.333333333333333,5,bad
com,1,7.5,9,0.0,0,good
ca,2,6.0,13,4.5,5,good
ru,1,2.5,3,4.5,11,good
com,0,12.0,12,7.75,12,bad
net,0,10.0,10,7.0,7,bad
ke,1,9.5,17,3.0,4,bad
com,0,29.0,29,2.3333333333333335,4,bad
org,0,14.0,14,6.5,10,bad
com,1,4.5,6,3.0,6,good
us,3,5.0,8,3.5,6,good
com,0,14.0,14,4.5,7,bad
net,1,7.5,12,7.6,16,bad
pl,0,7.0,7,7.0,7,bad
com,1,9.0,14,14.6,32,bad
tk,0,6.0,6,5.0,5,bad
su,0,14.0,14,7.0,11,bad
com,1,5.0,7,4.5,6,bad
com,0,15.0,15,6.25,10,bad
edu,1,5.333333333333333,7,3.5,6,good
be,1,4.5,6,6.0,6,good
com,1,7.0,7,4.428571428571429,6,bad
ru,1,4.0,5,37.5,81,good
uk,3,3.6,7,1.5,3,good
com.tr,0,6.0,6,5.0,6,bad
fr,1,6.5,10,4.333333333333333,6,good
org,1,5.5,9,8.5,13,good
ph,0,5.0,5,8.0,8,bad
com,1,6.5,8,5.5,6,good
org,1,4.5,6,5.625,8,good
int,1,3.0,3,5.363636363636363,12,good
com,0,5.0,5,7.75,40,bad
com,1,2.5,3,4.857142857142857,7,good
org,1,3.0,3,4.454545454545454,8,good
org,1,6.0,9,7.666666666666667,11,good
org,1,7.0,9,5.142857142857143,9,good
com,0,18.0,18,3.5,4,bad
ru,0,11.0,11,6.666666666666667,7,bad
net,1,7.0,8,5.086956521739131,11,bad
com,0,13.0,13,6.0,12,bad
com,1,7.5,12,3.25,5,good
com,0,7.0,7,4.333333333333333,12,bad
nl,0,17.0,17,7.0,7,bad
org,1,7.5,9,4.0,7,good
org,1,6.0,9,0.0,0,good
com,1,10.5,18,3.6666666666666665,5,good
gov,1,2.5,3,8.333333333333334,13,good
ao,2,5.333333333333333,11,4.933333333333334,9,good
com,1,6.0,9,8.5,10,good
edu,1,6.0,7,3.5,6,good
com,1,7.5,12,5.571428571428571,10,good
ro,0,8.0,8,5.444444444444445,9,bad
ru,0,5.0,5,3.5,8,good
biz,1,6.0,9,10.0,10,bad
com,1,5.0,7,9.0,9,bad
org.in,0,3.0,3,4.0,6,bad
ca,0,9.0,13,15.4,32,bad
com.br,0,13.0,13,7.352941176470588,13,bad
ru,0,7.0,10,3.75,6,bad
org,1,6.0,9,6.0,8,good
net,0,18.0,18,8.0,8,bad
jp,2,4.333333333333333,8,6.25,24,good
uk,2,6.333333333333333,14,6.5,10,good
com.br,0,9.0,9,2.6666666666666665,5,bad
eu,0,18.0,18,1.0,3,bad
org,1,7.0,11,5.0,11,good
com,0,10.0,10,4.333333333333333,6,bad
edu,2,4.333333333333333,7,2.5,3,good
net,0,14.0,14,3.3333333333333335,8,bad
us,1,4.0,4,4.333333333333333,6,bad
org,1,5.5,9,10.666666666666666,24,good
biz,0,5.0,5,4.166666666666667,9,bad
edu,2,5.0,7,4.818181818181818,11,good
com,0,12.0,12,4.333333333333333,7,bad
work,0,14.0,14,6.5,10,bad
com.au,0,8.0,8,3.0,5,bad
com,1,6.5,7,4.333333333333333,7,good
com.br,1,4.0,5,15.25,20,bad
ru,1,5.5,8,10.666666666666666,42,good
org,1,5.5,9,2.6666666666666665,4,good
jp,2,4.0,5,5.666666666666667,7,good
edu,1,4.5,6,4.5,9,good
work,0,11.0,11,11.0,11,bad
org,0,6.0,6,4.0,4,good
com,0,10.0,10,8.0,8,bad
com,1,7.0,11,7.666666666666667,10,good
com,0,3.5,4,6.0,8,bad
com.au,0,8.0,8,5.0,8,bad
ie,4,5.4,11,4.428571428571429,8,good
com,1,4.0,5,5.25,7,good
me,0,6.0,6,14.0,14,bad
com,1,6.0,7,0.0,0,bad
il,1,7.0,12,6.0,6,bad
za,1,3.0,4,4.0,4,bad
com,0,15.0,15,3.0,4,bad
com,0,10.0,10,3.8,6,bad
com,1,11.5,20,4.384615384615385,7,good
org,1,10.5,14,3.5,6,good
com,1,6.5,10,6.285714285714286,11,good
su,1,6.5,10,5.25,12,bad
org,1,10.0,17,6.5,8,good
com,0,12.0,12,3.5,7,bad
com,0,13.0,13,7.0,7,bad
com,1,4.0,5,7.0,10,good
org,1,5.5,9,7.5,11,good
gov,1,3.5,4,6.0,10,good
us,0,15.0,15,0.0,0,bad
in,1,4.5,6,6.125,12,good
com,0,18.0,18,3.5,7,bad
nu,0,6.0,6,8.333333333333334,32,bad
com,1,3.6666666666666665,4,0.0,0,bad
com,0,29.0,29,6.333333333333333,11,bad
ru,0,8.0,8,3.75,5,bad
com.br,0,12.0,12,2.5,6,bad
com,0,18.0,18,6.5,17,bad
se,1,4.0,6,5.0,6,good
org,1,5.0,9,15.0,26,good
com,0,13.0,13,13.833333333333334,45,bad
com,2,3.6666666666666665,5,3.3333333333333335,8,good
org,1,11.0,19,8.0,12,good
edu,1,6.5,7,2.4285714285714284,8,good
gov,2,6.666666666666667,9,5.333333333333333,12,good
dk,0,16.0,16,8.0,8,bad
org,1,6.0,9,5.5,7,good
org,1,6.0,9,29.333333333333332,54,good
ch,0,9.0,9,5.666666666666667,9,bad
com,0,4.0,4,3.5,7,good
mobi,1,3.5,4,0.5,1,bad
com,1,9.5,13,0.0,0,bad
il,2,4.333333333333333,6,5.0,5,good
org,1,6.0,9,23.333333333333332,36,good
com.au,0,14.0,14,3.0,3,bad
gr,1,4.0,5,5.0,8,good
info,1,4.5,6,4.666666666666667,11,bad
edu,2,6.333333333333333,7,3.5,6,good
gov,0,9.0,9,3.6666666666666665,6,good
com,0,16.0,16,4.222222222222222,8,good
net,0,15.0,15,2.0,3,bad
org,1,5.5,9,11.666666666666666,16,good
org,1,6.0,9,15.142857142857142,28,good
com,1,6.5,10,5.666666666666667,7,good
it,0,15.0,15,6.5,13,bad
org,1,3.0,3,6.333333333333333,9,good
it,0,13.0,13,10.0,32,bad
de,0,4.5,7,10.5,17,bad
com,1,6.0,9,3.6,7,good
com,0,8.0,8,5.571428571428571,11,bad
org,1,5.5,9,21.333333333333332,36,good
ru,2,4.0,6,6.333333333333333,11,bad
org,1,4.25,9,7.333333333333333,9,good
net,1,9.5,14,4.0,5,bad
org,0,12.0,12,4.25,12,bad
it,3,4.25,6,2.75,4,bad
net,0,11.0,11,3.7142857142857144,5,bad
ru,0,10.0,10,2.6666666666666665,4,bad
net,2,4.0,5,5.0,7,good
net,0,7.0,10,6.625,11,good
edu,1,5.0,7,0.0,0,good
win,0,13.0,13,0.0,0,bad
mx,0,1.0,1,15.0,15,bad
com.ba,0,15.0,15,7.0,7,bad
org,1,5.5,9,5.5,7,good
es,2,4.0,7,3.5,6,good
org,1,5.5,9,5.0,6,good
gov.co,0,11.0,11,6.25,10,bad
org,1,7.5,12,7.75,10,good
com,0,17.0,17,5.666666666666667,12,bad
ru,0,15.0,15,3.5,4,bad
com,1,10.5,11,5.5,6,bad
org,1,6.0,9,5.25,11,good
com,0,20.0,20,32.0,32,bad
org,1,6.0,10,28.333333333333332,45,good
to,1,10.5,16,0.0,0,bad
com.au,1,4.5,6,5.5,13,good
org,1,5.5,9,6.0,8,good
com.mx,0,17.0,17,7.1,32,bad
com,0,9.0,9,0.0,0,bad
org,1,4.0,4,5.769230769230769,12,good
fr,1,10.0,10,0.0,0,good
com,1,7.0,11,4.571428571428571,10,good
com,1,6.0,6,5.333333333333333,6,good
org,1,5.5,9,4.5,5,good
org,1,3.5,4,4.333333333333333,7,good
com,1,4.5,8,5.125,9,good
cl,1,4.0,5,5.142857142857143,11,good
org,1,5.5,9,7.5,11,good
com,1,3.5,5,8.333333333333334,15,good
gov,1,4.0,5,5.0,8,good
fr,1,6.0,7,4.25,9,good
ir,1,4.0,4,9.6,32,good
id,2,7.666666666666667,14,9.0,9,bad
net,1,9.5,15,7.0,20,bad
org,1,5.5,9,6.0,8,good
kr,2,5.0,7,7.0,12,bad
jp,2,3.6666666666666665,6,3.875,8,good
biz,0,18.0,18,3.5,6,bad
de,0,5.0,5,1.5,3,bad
org,1,5.5,9,6.25,14,good
nl,0,9.0,9,0.0,0,bad
com,0,12.0,12,10.0,10,bad
ca,1,4.0,5,4.333333333333333,6,good
ru,0,15.0,15,5.2,10,bad
uk,2,5.333333333333333,11,5.615384615384615,9,good
com,0,12.0,12,3.8,7,bad
com,1,6.0,9,4.0,7,good
com,1,7.0,11,6.0,8,good
com,1,10.5,12,5.5,7,bad
com,0,26.0,26,2.0,4,bad
de,0,11.0,15,5.8,12,bad
lk,0,16.0,16,5.0,5,bad
me,0,8.0,8,1.0,1,bad
com,0,7.0,7,0.0,0,bad
net,0,8.0,8,5.0,5,bad
cc,0,3.0,3,5.0,5,bad
org,1,2.5,3,5.5,6,good
biz,0,17.0,17,3.6666666666666665,4,bad
com,0,11.0,11,6.428571428571429,11,bad
net,0,13.0,13,9.4,32,bad
com,0,8.0,8,7.0,7,bad
com,0,9.0,9,6.5,15,bad
com,1,8.0,9,3.3636363636363638,7,good
org,1,5.5,9,7.0,10,good
edu,1,3.5,4,6.666666666666667,9,good
ru,0,2.0,2,5.5,6,good
org,1,5.5,8,7.75,11,good
uk,2,7.666666666666667,15,4.0,6,good
info,0,12.0,12,0.0,0,bad
com,1,5.5,8,4.0,7,good
org,1,11.5,20,7.0,9,good
com,0,8.0,8,0.0,0,bad
org,1,5.5,9,20.0,36,good
com,0,9.0,9,0.0,0,bad
net,1,21.5,28,6.0,7,bad
ir,0,6.0,6,2.6666666666666665,3,bad
ru,1,4.0,5,3.25,6,good
com,1,6.0,9,4.5,8,good
edu,1,7.0,7,3.5,6,good
org.uk,1,3.5,4,4.333333333333333,8,good
com,0,9.0,9,7.0,7,good
cn,0,8.0,8,0.0,0,bad
gov.bt,1,3.0,3,4.0,5,good
info,1,4.0,5,8.1,12,good
com,1,4.0,5,4.75,10,good
uk,2,4.666666666666667,9,4.764705882352941,9,good
org,1,6.0,9,4.25,7,good
edu,1,8.0,9,4.5,9,good
com,0,10.0,10,10.285714285714286,49,bad
org,2,4.0,9,3.0,5,good
com.au,1,8.5,14,6.0,6,good
org,2,4.0,9,3.0,5,good
xyz,0,16.0,16,4.0,6,bad
org,0,12.0,12,2.25,3,bad
com,0,8.0,8,0.0,0,bad
ru,0,10.0,10,5.333333333333333,7,bad
org,1,6.0,9,5.0,6,good
com,1,5.5,8,0.0,0,good
com,0,9.0,9,5.5,7,good
net,0,19.0,19,10.5,32,bad
com,3,12.75,18,3.5,7,bad
edu.ph,1,5.0,6,4.1,12,good
top,0,10.0,10,2.3333333333333335,3,bad
org,1,6.0,9,51.666666666666664,91,good
com,1,6.5,10,4.333333333333333,6,good
org,1,5.5,9,17.0,30,good
ca,1,5.0,7,4.0,5,good
com,0,8.0,8,8.0,8,bad
org,1,5.5,8,5.0,7,good
it,0,9.0,9,0.0,0,bad
be,1,5.0,6,6.0,6,bad
com,0,8.0,8,5.7,9,good
com,0,9.0,9,2.8,4,bad
com,0,13.0,13,4.0,5,bad
click,0,16.0,16,5.0,7,bad
se,2,5.333333333333333,8,3.5,6,good
com,0,11.0,11,3.6,5,bad
com,2,3.6666666666666665,5,2.0,2,bad
com,1,3.5,4,5.0,5,good
org,1,6.0,9,5.0,9,good
ru,1,5.5,7,0.0,0,bad
ie,1,3.5,4,4.2,7,good
com,1,7.0,9,8.25,12,good
org,1,7.0,7,10.0,14,good
com,0,14.0,14,5.0,5,bad
com,2,3.6666666666666665,5,2.0,2,bad
com,0,21.0,21,7.0,7,bad
gov,1,3.0,3,11.666666666666666,24,good
ms,0,3.0,3,32.0,32,good
org,0,6.0,6,6.5,9,good
com,0,6.0,9,2.3333333333333335,4,bad
com,0,12.0,12,14.0,32,bad
com,0,14.0,14,4.625,8,bad
ru,0,5.5,6,5.0,5,bad
org,0,11.0,11,6.0,6,good
org,0,23.0,23,4.0,8,good
edu,2,4.333333333333333,7,3.5,6,good
com,0,9.0,9,3.5,4,bad
es,1,4.5,6,3.3333333333333335,5,bad
com,1,16.0,16,3.6666666666666665,5,bad
com,0,30.0,30,4.5,5,bad
org,1,8.5,14,0.0,0,good
de,0,11.0,15,8.2,24,bad
com,0,20.0,20,8.0,12,good
org,0,10.0,10,4.25,8,bad
com,1,4.0,10,0.0,0,bad
com,0,13.0,13,9.0,16,bad
org,1,6.0,9,3.0,5,good
gov,2,3.6666666666666665,4,3.3636363636363638,7,good
com,0,7.0,7,5.5,7,bad
com,0,17.0,17,5.0,5,bad
com,0,8.0,8,6.0,6,bad
com,0,6.0,6,4.333333333333333,6,good
mn,0,9.0,9,4.444444444444445,8,bad
com,1,7.0,11,6.2,10,good
com,1,4.666666666666667,10,9.0,9,bad
com,0,9.0,9,2.5,3,bad
ru,0,10.0,10,2.0,4,good
com,0,6.0,6,5.333333333333333,10,bad
pt,1,5.0,7,28.5,101,good
info,1,9.5,14,8.2,17,bad
info,0,6.0,6,23.875,46,bad
com,1,7.0,11,9.0,9,bad
ir,1,4.5,6,0.0,0,good
gov.bh,1,6.5,10,4.0,7,good
com,1,6.5,7,1.5,3,good
ru,0,9.0,9,4.0,5,bad
com,1,3.5,4,6.0,6,good
ru,1,2.5,3,3.857142857142857,11,good
